-3.100000e-01 -3.000000e-01 -2.900000e-01 -2.800000e-01 -2.700000e-01 -2.600000e-01 -2.500000e-01 -2.400000e-01 -2.300000e-01 -2.200000e-01 -2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
1.709629e-01 1.895384e-01 2.063770e-01 2.215429e-01 2.350946e-01 2.470866e-01 2.575700e-01 2.665937e-01 2.742051e-01 2.804508e-01 2.853781e-01 2.890354e-01 2.914737e-01 2.927477e-01 2.929170e-01 2.920457e-01 2.901950e-01 2.874216e-01 2.837786e-01 2.793148e-01 2.740761e-01 2.681052e-01 2.614421e-01 2.541240e-01 2.461859e-01 2.376608e-01 2.285795e-01 2.189708e-01 2.088622e-01 1.982792e-01 1.872461e-01 1.757856e-01 1.639193e-01 1.516675e-01 1.390494e-01 1.260832e-01 1.127861e-01 9.917427e-02 
1.515166e-01 1.699781e-01 1.867204e-01 2.018051e-01 2.152889e-01 2.272248e-01 2.376625e-01 2.466494e-01 2.542318e-01 2.604553e-01 2.653660e-01 2.690114e-01 2.714412e-01 2.727091e-01 2.728737e-01 2.719982e-01 2.701437e-01 2.673672e-01 2.637212e-01 2.592549e-01 2.540139e-01 2.480410e-01 2.413761e-01 2.340564e-01 2.261169e-01 2.175905e-01 2.085080e-01 1.988984e-01 1.887888e-01 1.782050e-01 1.671711e-01 1.557100e-01 1.438431e-01 1.315908e-01 1.189722e-01 1.060056e-01 9.270806e-02 7.909587e-02 
1.324577e-01 1.507897e-01 1.674218e-01 1.824130e-01 1.958182e-01 2.076883e-01 2.180715e-01 2.270139e-01 2.345604e-01 2.407556e-01 2.456443e-01 2.492728e-01 2.516899e-01 2.529481e-01 2.531047e-01 2.522222e-01 2.503616e-01 2.475796e-01 2.439288e-01 2.394583e-01 2.342135e-01 2.282373e-01 2.215693e-01 2.142470e-01 2.063051e-01 1.977766e-01 1.886922e-01 1.790809e-01 1.689698e-01 1.583846e-01 1.473495e-01 1.358872e-01 1.240193e-01 1.117661e-01 9.914677e-02 8.617942e-02 7.288124e-02 6.115389e-02 
1.137780e-01 1.319655e-01 1.484739e-01 1.633599e-01 1.766757e-01 1.884705e-01 1.987907e-01 2.076810e-01 2.151849e-01 2.213457e-01 2.262069e-01 2.298139e-01 2.322141e-01 2.334588e-01 2.336043e-01 2.327120e-01 2.308429e-01 2.280533e-01 2.243958e-01 2.199193e-01 2.146693e-01 2.086883e-01 2.020162e-01 1.946901e-01 1.867450e-01 1.782135e-01 1.691264e-01 1.595127e-01 1.493994e-01 1.388123e-01 1.277755e-01 1.163117e-01 1.044424e-01 9.218795e-02 8.030323e-02 7.142645e-02 6.208276e-02 5.228046e-02 
9.546919e-02 1.134976e-01 1.298695e-01 1.446386e-01 1.578548e-01 1.695651e-01 1.798141e-01 1.886449e-01 1.960995e-01 2.022198e-01 2.070484e-01 2.106290e-01 2.130082e-01 2.142358e-01 2.143669e-01 2.134622e-01 2.115820e-01 2.087827e-01 2.051166e-01 2.006324e-01 1.953756e-01 1.893886e-01 1.827112e-01 1.753803e-01 1.674309e-01 1.588956e-01 1.498051e-01 1.401883e-01 1.300723e-01 1.194827e-01 1.084437e-01 9.697791e-02 8.728110e-02 7.947484e-02 7.118850e-02 6.243010e-02 5.320770e-02 4.352946e-02 
7.752272e-02 9.537818e-02 1.116012e-01 1.262424e-01 1.393490e-01 1.509658e-01 1.611355e-01 1.698995e-01 1.772983e-01 1.833724e-01 1.881630e-01 1.917127e-01 1.940666e-01 1.952736e-01 1.953873e-01 1.944672e-01 1.925736e-01 1.897624e-01 1.860858e-01 1.815923e-01 1.763273e-01 1.703330e-01 1.636489e-01 1.563122e-01 1.483576e-01 1.398176e-01 1.307230e-01 1.211024e-01 1.109831e-01 1.003905e-01 9.199418e-02 8.527537e-02 7.806431e-02 7.036870e-02 6.219633e-02 5.355503e-02 4.445275e-02 3.489746e-02 
5.992995e-02 7.759932e-02 9.366166e-02 1.081642e-01 1.211516e-01 1.326663e-01 1.427489e-01 1.514390e-01 1.587757e-01 1.647978e-01 1.695453e-01 1.730595e-01 1.753841e-01 1.765668e-01 1.766600e-01 1.757220e-01 1.738125e-01 1.709873e-01 1.672983e-01 1.627939e-01 1.575191e-01 1.515161e-01 1.448243e-01 1.374807e-01 1.295199e-01 1.209745e-01 1.118749e-01 1.022499e-01 9.442931e-02 8.881225e-02 8.269167e-02 7.607497e-02 6.896967e-02 6.138332e-02 5.332355e-02 4.479809e-02 3.581468e-02 2.638118e-02 
4.268210e-02 6.015296e-02 7.604334e-02 9.039714e-02 1.032561e-01 1.146603e-01 1.246482e-01 1.332577e-01 1.405260e-01 1.464906e-01 1.511900e-01 1.546641e-01 1.569555e-01 1.581104e-01 1.581799e-01 1.572213e-01 1.552936e-01 1.524523e-01 1.487491e-01 1.442320e-01 1.389460e-01 1.329330e-01 1.262323e-01 1.188808e-01 1.109129e-01 1.023612e-01 9.458024e-02 9.007671e-02 8.505927e-02 7.953505e-02 7.351126e-02 6.699519e-02 5.999419e-02 5.251569e-02 4.456717e-02 3.615621e-02 2.729042e-02 1.797749e-02 
