-2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 2.100000e-01 2.200000e-01 2.300000e-01 2.400000e-01 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
6.646558e-02 1.077943e-01 1.477855e-01 1.859222e-01 2.364810e-01 2.899500e-01 3.396037e-01 3.851836e-01 4.266547e-01 4.735348e-01 5.232099e-01 5.665447e-01 6.039965e-01 6.453707e-01 6.796781e-01 7.071664e-01 7.283201e-01 7.435340e-01 7.531339e-01 7.573931e-01 7.565447e-01 7.507910e-01 7.403121e-01 7.252729e-01 7.058291e-01 6.821333e-01 6.543400e-01 6.281711e-01 5.992104e-01 5.666073e-01 5.303256e-01 4.908555e-01 4.618562e-01 4.304906e-01 3.967878e-01 3.607866e-01 3.225395e-01 2.821203e-01 2.528781e-01 2.276076e-01 2.015136e-01 1.746981e-01 1.472721e-01 1.193558e-01 9.107739e-02 6.257232e-02 
6.074898e-02 9.999068e-02 1.382023e-01 1.748431e-01 2.251803e-01 2.759278e-01 3.234433e-01 3.673475e-01 4.075048e-01 4.474288e-01 4.957435e-01 5.380800e-01 5.748005e-01 6.062368e-01 6.396012e-01 6.668599e-01 6.878815e-01 7.030384e-01 7.126402e-01 7.169479e-01 7.161841e-01 7.105426e-01 7.001958e-01 6.853008e-01 6.660061e-01 6.463720e-01 6.250729e-01 6.002040e-01 5.717598e-01 5.397212e-01 5.040544e-01 4.728430e-01 4.446124e-01 4.140916e-01 3.813174e-01 3.463372e-01 3.092135e-01 2.700300e-01 2.431428e-01 2.185558e-01 1.931687e-01 1.670802e-01 1.403973e-01 1.132353e-01 8.571642e-02 5.796933e-02 
5.529984e-02 9.259260e-02 1.291065e-01 1.646657e-01 2.146422e-01 2.627719e-01 3.081813e-01 3.504042e-01 3.892234e-01 4.245685e-01 4.695393e-01 5.107884e-01 5.466996e-01 5.775397e-01 6.035565e-01 6.277367e-01 6.485616e-01 6.636104e-01 6.731740e-01 6.774990e-01 6.767969e-01 6.712521e-01 6.610281e-01 6.493767e-01 6.355851e-01 6.182434e-01 5.973726e-01 5.729814e-01 5.450659e-01 5.136093e-01 4.804909e-01 4.552698e-01 4.277958e-01 3.981052e-01 3.662418e-01 3.322606e-01 2.962320e-01 2.582481e-01 2.335441e-01 2.096177e-01 1.849127e-01 1.595249e-01 1.335574e-01 1.071205e-01 8.033109e-02 5.331150e-02 
5.004078e-02 8.552368e-02 1.204287e-01 1.576901e-01 2.047166e-01 2.503566e-01 2.937164e-01 3.342725e-01 3.717452e-01 4.060074e-01 4.445196e-01 4.846105e-01 5.196468e-01 5.498324e-01 5.753692e-01 5.964462e-01 6.132347e-01 6.258870e-01 6.347152e-01 6.393003e-01 6.402767e-01 6.375505e-01 6.311917e-01 6.212574e-01 6.077923e-01 5.908290e-01 5.703886e-01 5.464809e-01 5.191039e-01 4.882439e-01 4.626618e-01 4.381178e-01 4.113869e-01 3.825107e-01 3.515391e-01 3.185334e-01 2.835708e-01 2.467498e-01 2.240775e-01 2.007894e-01 1.767431e-01 1.520309e-01 1.267522e-01 1.010130e-01 7.492484e-02 4.860415e-02 
4.491181e-02 7.872035e-02 1.121087e-01 1.509587e-01 1.952787e-01 2.385717e-01 2.799558e-01 3.188764e-01 3.550081e-01 3.881782e-01 4.206062e-01 4.594856e-01 4.935942e-01 5.230758e-01 5.480880e-01 5.687866e-01 5.853183e-01 5.978167e-01 6.064016e-01 6.111782e-01 6.122382e-01 6.096600e-01 6.035094e-01 5.938407e-01 5.806966e-01 5.641092e-01 5.441000e-01 5.206799e-01 4.938493e-01 4.669658e-01 4.452491e-01 4.213697e-01 3.953676e-01 3.672891e-01 3.371893e-01 3.051348e-01 2.712083e-01 2.365864e-01 2.147384e-01 1.920677e-01 1.686573e-01 1.445969e-01 1.199821e-01 9.491454e-02 6.950096e-02 4.385229e-02 
3.986739e-02 7.213046e-02 1.040942e-01 1.443802e-01 1.862274e-01 2.273218e-01 2.668163e-01 3.041452e-01 3.389530e-01 3.710315e-01 4.002720e-01 4.353532e-01 4.684931e-01 4.972302e-01 5.216797e-01 5.419652e-01 5.582090e-01 5.705263e-01 5.790224e-01 5.837919e-01 5.849184e-01 5.824740e-01 5.765203e-01 5.671084e-01 5.542796e-01 5.380650e-01 5.184867e-01 4.955568e-01 4.692784e-01 4.493618e-01 4.282375e-01 4.050093e-01 3.797210e-01 3.524227e-01 3.231739e-01 2.920457e-01 2.591250e-01 2.267941e-01 2.055231e-01 1.834492e-01 1.606533e-01 1.372218e-01 1.132472e-01 8.882670e-02 6.406260e-02 3.906063e-02 
3.487367e-02 6.571173e-02 9.880626e-02 1.378893e-01 1.774816e-01 2.165259e-01 2.542239e-01 2.900144e-01 3.235245e-01 3.545202e-01 3.828657e-01 4.121535e-01 4.442953e-01 4.722557e-01 4.961106e-01 5.159531e-01 5.318816e-01 5.439930e-01 5.523785e-01 5.571220e-01 5.582986e-01 5.559745e-01 5.502065e-01 5.410430e-01 5.285231e-01 5.126775e-01 4.935286e-01 4.710901e-01 4.506127e-01 4.321566e-01 4.116123e-01 3.890215e-01 3.644313e-01 3.378951e-01 3.094760e-01 2.792488e-01 2.473037e-01 2.171401e-01 1.964278e-01 1.749313e-01 1.527291e-01 1.299050e-01 1.065477e-01 8.275109e-02 5.861271e-02 3.423359e-02 
2.990613e-02 5.943031e-02 9.444364e-02 1.314404e-01 1.689776e-01 2.061160e-01 2.421137e-01 2.764254e-01 3.086713e-01 3.386000e-01 3.660543e-01 3.909440e-01 4.209529e-01 4.481125e-01 4.713472e-01 4.907212e-01 5.063105e-01 5.181940e-01 5.264493e-01 5.311492e-01 5.323607e-01 5.301437e-01 5.245507e-01 5.156267e-01 5.034092e-01 4.879282e-01 4.692063e-01 4.491472e-01 4.332794e-01 4.153367e-01 3.953595e-01 3.733919e-01 3.494836e-01 3.236910e-01 2.960800e-01 2.667284e-01 2.357287e-01 2.076205e-01 1.874491e-01 1.665112e-01 1.448830e-01 1.226454e-01 9.988422e-02 7.668924e-02 5.315413e-02 2.937532e-02 
2.494750e-02 5.620098e-02 8.987744e-02 1.250031e-01 1.606658e-01 1.960352e-01 2.304291e-01 2.633256e-01 2.943463e-01 3.232292e-01 3.498014e-01 3.739557e-01 3.984195e-01 4.247616e-01 4.473560e-01 4.662408e-01 4.814704e-01 4.931067e-01 5.012138e-01 5.058541e-01 5.070863e-01 5.049641e-01 4.995355e-01 4.908424e-01 4.789204e-01 4.637988e-01 4.455008e-01 4.317483e-01 4.163306e-01 3.988891e-01 3.794658e-01 3.581069e-01 3.348641e-01 3.097963e-01 2.829717e-01 2.544701e-01 2.243860e-01 1.982315e-01 1.785839e-01 1.581866e-01 1.371134e-01 1.154427e-01 9.325695e-02 7.064266e-02 4.768951e-02 2.448970e-02 
2.280732e-02 5.296722e-02 8.511869e-02 1.185580e-01 1.525080e-01 1.862368e-01 2.191213e-01 2.506680e-01 2.805061e-01 3.083689e-01 3.340725e-01 3.574962e-01 3.785659e-01 4.021645e-01 4.241043e-01 4.424833e-01 4.573359e-01 4.687083e-01 4.766513e-01 4.812174e-01 4.824571e-01 4.804181e-01 4.751438e-01 4.666729e-01 4.550394e-01 4.402717e-01 4.276983e-01 4.147329e-01 3.997539e-01 3.828014e-01 3.639187e-01 3.431537e-01 3.205598e-01 2.961978e-01 2.701377e-01 2.424610e-01 2.132632e-01 1.889695e-01 1.698292e-01 1.499551e-01 1.294188e-01 1.082960e-01 8.666632e-02 6.461276e-02 4.222137e-02 1.958038e-02 
