-2.900000e-01 -2.800000e-01 -2.700000e-01 -2.600000e-01 -2.500000e-01 -2.400000e-01 -2.300000e-01 -2.200000e-01 -2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
1.118946e-01 1.386697e-01 1.637225e-01 1.871110e-01 2.088898e-01 2.291104e-01 2.512568e-01 2.776443e-01 3.010964e-01 3.217908e-01 3.398844e-01 3.555178e-01 3.688198e-01 3.799104e-01 3.889048e-01 3.959159e-01 4.010576e-01 4.044475e-01 4.062065e-01 4.064492e-01 4.052805e-01 4.027973e-01 3.990886e-01 3.942371e-01 3.883195e-01 3.814071e-01 3.735665e-01 3.648599e-01 3.553455e-01 3.450780e-01 3.341088e-01 3.224862e-01 3.113293e-01 3.007231e-01 2.893803e-01 2.773310e-01 2.646074e-01 2.512437e-01 2.372768e-01 2.227469e-01 2.076972e-01 1.921747e-01 1.762300e-01 1.599169e-01 1.432914e-01 1.264096e-01 
9.822835e-02 1.246200e-01 1.493459e-01 1.724559e-01 1.939978e-01 2.140175e-01 2.325587e-01 2.513601e-01 2.747063e-01 2.953167e-01 3.133439e-01 3.289252e-01 3.421863e-01 3.532451e-01 3.622148e-01 3.692064e-01 3.743323e-01 3.777088e-01 3.794559e-01 3.796879e-01 3.785097e-01 3.760177e-01 3.723011e-01 3.674423e-01 3.615179e-01 3.545992e-01 3.467527e-01 3.380405e-01 3.309921e-01 3.237193e-01 3.156068e-01 3.066785e-01 2.969593e-01 2.864753e-01 2.752537e-01 2.633235e-01 2.507153e-01 2.374622e-01 2.235995e-01 2.091656e-01 1.942022e-01 1.787545e-01 1.628715e-01 1.466058e-01 1.300129e-01 1.131493e-01 
8.501742e-02 1.110057e-01 1.353865e-01 1.582011e-01 1.794907e-01 1.992957e-01 2.176550e-01 2.346059e-01 2.501839e-01 2.693164e-01 2.872546e-01 3.027641e-01 3.159673e-01 3.269796e-01 3.359114e-01 3.428721e-01 3.479721e-01 3.513262e-01 3.530535e-01 3.532678e-01 3.520736e-01 3.495672e-01 3.458373e-01 3.409663e-01 3.361941e-01 3.326031e-01 3.280881e-01 3.226703e-01 3.163712e-01 3.092130e-01 3.012180e-01 2.924096e-01 2.828117e-01 2.724494e-01 2.613489e-01 2.495380e-01 2.370462e-01 2.239051e-01 2.101485e-01 1.958132e-01 1.809392e-01 1.655700e-01 1.497528e-01 1.335389e-01 1.169826e-01 1.001407e-01 
7.224211e-02 9.780959e-02 1.218290e-01 1.443332e-01 1.653567e-01 1.849340e-01 2.030996e-01 2.198869e-01 2.353282e-01 2.494545e-01 2.622957e-01 2.770260e-01 2.901547e-01 3.011055e-01 3.099867e-01 3.169051e-01 3.219692e-01 3.252921e-01 3.269917e-01 3.271812e-01 3.259647e-01 3.261794e-01 3.255567e-01 3.239549e-01 3.213943e-01 3.178952e-01 3.134782e-01 3.081640e-01 3.019733e-01 2.949276e-01 2.870485e-01 2.783586e-01 2.688809e-01 2.586396e-01 2.476600e-01 2.359687e-01 2.235940e-01 2.105660e-01 1.969174e-01 1.826831e-01 1.679016e-01 1.526144e-01 1.368672e-01 1.207093e-01 1.041941e-01 8.737782e-02 
5.988263e-02 8.501453e-02 1.086584e-01 1.308388e-01 1.515835e-01 1.709215e-01 1.888825e-01 2.054960e-01 2.207911e-01 2.347961e-01 2.475384e-01 2.590446e-01 2.693404e-01 2.784506e-01 2.863991e-01 2.932092e-01 2.989034e-01 3.035036e-01 3.070312e-01 3.095072e-01 3.109521e-01 3.113862e-01 3.108295e-01 3.093018e-01 3.068230e-01 3.034128e-01 2.990910e-01 2.938777e-01 2.877931e-01 2.808578e-01 2.730929e-01 2.645200e-01 2.551614e-01 2.450404e-01 2.341813e-01 2.226097e-01 2.103526e-01 1.974389e-01 1.838999e-01 1.697689e-01 1.550827e-01 1.398811e-01 1.242077e-01 1.081104e-01 9.164097e-02 7.485461e-02 
4.791925e-02 7.260330e-02 9.585946e-02 1.177044e-01 1.381591e-01 1.572471e-01 1.749935e-01 1.914239e-01 2.065640e-01 2.204394e-01 2.330751e-01 2.444957e-01 2.547249e-01 2.637862e-01 2.717020e-01 2.784944e-01 2.841849e-01 2.887943e-01 2.923433e-01 2.948520e-01 2.963401e-01 2.968272e-01 2.963326e-01 2.948756e-01 2.924753e-01 2.891508e-01 2.849214e-01 2.798064e-01 2.738255e-01 2.669986e-01 2.593460e-01 2.508886e-01 2.416479e-01 2.316464e-01 2.209073e-01 2.094553e-01 1.973163e-01 1.845179e-01 1.710899e-01 1.570644e-01 1.424762e-01 1.273634e-01 1.117680e-01 9.573569e-02 7.931665e-02 6.256494e-02 
3.633239e-02 6.055880e-02 8.341718e-02 1.049165e-01 1.250714e-01 1.439000e-01 1.614227e-01 1.776614e-01 1.926384e-01 2.063765e-01 2.188983e-01 2.302264e-01 2.403827e-01 2.493889e-01 2.572663e-01 2.640356e-01 2.697171e-01 2.743310e-01 2.778968e-01 2.804337e-01 2.819608e-01 2.824970e-01 2.820609e-01 2.806711e-01 2.783460e-01 2.751043e-01 2.709644e-01 2.659453e-01 2.600657e-01 2.533450e-01 2.458028e-01 2.374594e-01 2.283354e-01 2.184524e-01 2.078328e-01 1.965003e-01 1.844797e-01 1.717974e-01 1.584818e-01 1.445635e-01 1.300759e-01 1.150552e-01 9.954145e-02 8.357854e-02 6.721474e-02 5.050261e-02 
2.510283e-02 4.886417e-02 7.131662e-02 9.246196e-02 1.123086e-01 1.308693e-01 1.481603e-01 1.641994e-01 1.790058e-01 1.925995e-01 2.050007e-01 2.162298e-01 2.263070e-01 2.352524e-01 2.430858e-01 2.498268e-01 2.554946e-01 2.601082e-01 2.636862e-01 2.662472e-01 2.678093e-01 2.683908e-01 2.680096e-01 2.666835e-01 2.644305e-01 2.612685e-01 2.572154e-01 2.522894e-01 2.465088e-01 2.398922e-01 2.324586e-01 2.242275e-01 2.152188e-01 2.054534e-01 1.949527e-01 1.837394e-01 1.718373e-01 1.592717e-01 1.460697e-01 1.322606e-01 1.178758e-01 1.029502e-01 8.752185e-02 7.163262e-02 5.532888e-02 3.866142e-02 
