9.309550e-03 3.816848e-02 6.858885e-02 9.992470e-02 1.315226e-01 1.627951e-01 1.932537e-01 2.225148e-01 2.502894e-01 2.870383e-01 3.214048e-01 3.530203e-01 3.817055e-01 4.073623e-01 4.299481e-01 4.494565e-01 4.659051e-01 4.793255e-01 4.897580e-01 4.972470e-01 5.018386e-01 5.035784e-01 5.025110e-01 4.986788e-01 4.921216e-01 4.828771e-01 4.709804e-01 4.564642e-01 4.393597e-01 4.196965e-01 3.975038e-01 3.728114e-01 3.456506e-01 3.240067e-01 3.046092e-01 2.838789e-01 2.618832e-01 2.386966e-01 2.144019e-01 1.890907e-01 1.628645e-01 1.358353e-01 1.081258e-01 7.986969e-02 5.121070e-02 2.847582e-02 1.027018e-02 
6.951933e-03 3.472076e-02 6.386363e-02 9.383412e-02 1.240638e-01 1.540265e-01 1.832718e-01 2.114353e-01 2.382347e-01 2.721849e-01 3.051639e-01 3.356051e-01 3.633097e-01 3.881585e-01 4.100885e-01 4.290751e-01 4.451199e-01 4.582414e-01 4.684686e-01 4.758369e-01 4.803850e-01 4.821527e-01 4.811799e-01 4.775056e-01 4.711673e-01 4.622012e-01 4.506415e-01 4.365215e-01 4.198730e-01 4.007276e-01 3.791171e-01 3.550745e-01 3.287329e-01 3.112309e-01 2.923701e-01 2.722115e-01 2.508220e-01 2.282754e-01 2.046531e-01 1.800449e-01 1.545497e-01 1.282759e-01 1.013420e-01 7.387596e-02 4.601500e-02 2.245570e-02 4.637282e-03 
4.282426e-03 3.105859e-02 5.903985e-02 8.776105e-02 1.167267e-01 1.454661e-01 1.735659e-01 2.006826e-01 2.265433e-01 2.578358e-01 2.894776e-01 3.187741e-01 3.455130e-01 3.695587e-01 3.908310e-01 4.092895e-01 4.249218e-01 4.377339e-01 4.477446e-01 4.549807e-01 4.594738e-01 4.612581e-01 4.603690e-01 4.568421e-01 4.507126e-01 4.420149e-01 4.307828e-01 4.170493e-01 4.008473e-01 3.822099e-01 3.611710e-01 3.377670e-01 3.157057e-01 2.986906e-01 2.803508e-01 2.607469e-01 2.399452e-01 2.180185e-01 1.950466e-01 1.711175e-01 1.463274e-01 1.207814e-01 9.459353e-02 6.788654e-02 4.079135e-02 1.646661e-02 -9.754422e-04 
1.340187e-03 2.720516e-02 5.412385e-02 8.169753e-02 1.094930e-01 1.370895e-01 1.641086e-01 1.902286e-01 2.151876e-01 2.439439e-01 2.743014e-01 3.024866e-01 3.282790e-01 3.515303e-01 3.721466e-01 3.900740e-01 4.052874e-01 4.177819e-01 4.275667e-01 4.346605e-01 4.390883e-01 4.408789e-01 4.400633e-01 4.366738e-01 4.307432e-01 4.223043e-01 4.113901e-01 3.980335e-01 3.822681e-01 3.641282e-01 3.436500e-01 3.208724e-01 3.029207e-01 2.863784e-01 2.685443e-01 2.494786e-01 2.292467e-01 2.079202e-01 1.855776e-01 1.623046e-01 1.381950e-01 1.133503e-01 8.788043e-02 6.190313e-02 3.554333e-02 1.050908e-02 -6.567048e-03 
-1.840471e-03 2.318212e-02 4.912331e-02 7.563887e-02 1.023487e-01 1.288764e-01 1.548762e-01 1.800481e-01 2.041425e-01 2.304678e-01 2.595952e-01 2.867052e-01 3.115734e-01 3.340425e-01 3.540077e-01 3.714036e-01 3.861943e-01 3.983649e-01 4.079161e-01 4.148590e-01 4.192124e-01 4.209998e-01 4.202481e-01 4.169865e-01 4.112452e-01 4.030556e-01 3.924496e-01 3.794602e-01 3.641212e-01 3.464682e-01 3.265391e-01 3.051403e-01 2.903709e-01 2.742873e-01 2.569440e-01 2.384003e-01 2.187206e-01 1.979754e-01 1.762415e-01 1.536026e-01 1.301498e-01 1.059812e-01 8.120280e-02 5.592741e-02 3.027439e-02 4.583607e-03 -1.213666e-02 
-5.229527e-03 1.900939e-02 4.404659e-02 6.958271e-02 9.528290e-02 1.208099e-01 1.458483e-01 1.701191e-01 1.933854e-01 2.173714e-01 2.453229e-01 2.713956e-01 2.953643e-01 3.170661e-01 3.363876e-01 3.532542e-01 3.676205e-01 3.794630e-01 3.887744e-01 3.955591e-01 3.998299e-01 4.016056e-01 4.009090e-01 3.977662e-01 3.922051e-01 3.842554e-01 3.739481e-01 3.613160e-01 3.463931e-01 3.292160e-01 3.098239e-01 2.924050e-01 2.780493e-01 2.624109e-01 2.455437e-01 2.275061e-01 2.083616e-01 1.881793e-01 1.670343e-01 1.450083e-01 1.221896e-01 9.867311e-02 7.456085e-02 4.996107e-02 2.498780e-02 -2.402080e-04 -1.768345e-02 
-8.800719e-03 1.470513e-02 3.890225e-02 6.352841e-02 8.828728e-02 1.128762e-01 1.370074e-01 1.604218e-01 1.828960e-01 2.046227e-01 2.314521e-01 2.565263e-01 2.796222e-01 3.005737e-01 3.192613e-01 3.356028e-01 3.495450e-01 3.610568e-01 3.701238e-01 3.767442e-01 3.809254e-01 3.826816e-01 3.820319e-01 3.789993e-01 3.736095e-01 3.658906e-01 3.558726e-01 3.435878e-01 3.290706e-01 3.123580e-01 2.934908e-01 2.799038e-01 2.659493e-01 2.507428e-01 2.343374e-01 2.167905e-01 1.981646e-01 1.785274e-01 1.579523e-01 1.365187e-01 1.143123e-01 9.142499e-02 6.795484e-02 4.400573e-02 1.968668e-02 -4.889148e-03 -2.320668e-02 
-1.253107e-02 1.028576e-02 3.369874e-02 5.747648e-02 8.135555e-02 1.050636e-01 1.283382e-01 1.509392e-01 1.726560e-01 1.933100e-01 2.179538e-01 2.420687e-01 2.643196e-01 2.845395e-01 3.026048e-01 3.184273e-01 3.319474e-01 3.431274e-01 3.519467e-01 3.583980e-01 3.624835e-01 3.642133e-01 3.636029e-01 3.606725e-01 3.554456e-01 3.479485e-01 3.382105e-01 3.262632e-01 3.121410e-01 2.958816e-01 2.799250e-01 2.676301e-01 2.540647e-01 2.392771e-01 2.233194e-01 2.062483e-01 1.881249e-01 1.690156e-01 1.489919e-01 1.281311e-01 1.065162e-01 8.423605e-02 6.138510e-02 3.806300e-02 1.437400e-02 -9.573977e-03 -2.870563e-02 
-1.640044e-02 5.766082e-03 2.844418e-02 5.142823e-02 7.448298e-02 9.736277e-02 1.198278e-01 1.416558e-01 1.626489e-01 1.826368e-01 2.048021e-01 2.279965e-01 2.494311e-01 2.689394e-01 2.863954e-01 3.017067e-01 3.148082e-01 3.256568e-01 3.342264e-01 3.405046e-01 3.444893e-01 3.461866e-01 3.456086e-01 3.427728e-01 3.377006e-01 3.304168e-01 3.209495e-01 3.093298e-01 2.955921e-01 2.797744e-01 2.675250e-01 2.555775e-01 2.423893e-01 2.280079e-01 2.124844e-01 1.958745e-01 1.782380e-01 1.596398e-01 1.401497e-01 1.198428e-01 9.879945e-02 7.710555e-02 5.485199e-02 3.213441e-02 9.052565e-03 -1.429056e-02 -3.417967e-02 
-2.039117e-02 1.159380e-03 2.314625e-02 4.538551e-02 6.766603e-02 8.976561e-02 1.114650e-01 1.325583e-01 1.528600e-01 1.722082e-01 1.919737e-01 2.142860e-01 2.349331e-01 2.537508e-01 2.706119e-01 2.854209e-01 2.981086e-01 3.086273e-01 3.169464e-01 3.230488e-01 3.269284e-01 3.285876e-01 3.280357e-01 3.252874e-01 3.203622e-01 3.132832e-01 3.040776e-01 2.927758e-01 2.794120e-01 2.657070e-01 2.553509e-01 2.437401e-01 2.309175e-01 2.169298e-01 2.018273e-01 1.856644e-01 1.684997e-01 1.503965e-01 1.314228e-01 1.116515e-01 9.116058e-02 7.003287e-02 4.835588e-02 2.622144e-02 3.725033e-03 -1.903501e-02 -3.962819e-02 
-2.448773e-02 -3.522447e-03 1.781214e-02 3.935045e-02 6.090212e-02 8.226555e-02 1.032399e-01 1.236346e-01 1.432759e-01 1.620100e-01 1.797049e-01 2.009155e-01 2.208041e-01 2.389526e-01 2.552339e-01 2.695508e-01 2.818307e-01 2.920223e-01 3.000908e-01 3.060155e-01 3.097865e-01 3.114030e-01 3.108714e-01 3.082040e-01 3.034183e-01 2.965362e-01 2.875834e-01 2.765898e-01 2.635893e-01 2.534560e-01 2.433967e-01 2.321119e-01 2.196436e-01 2.060376e-01 1.913432e-01 1.756135e-01 1.589059e-01 1.412820e-01 1.228081e-01 1.035550e-01 8.359814e-02 6.301743e-02 4.189717e-02 2.032551e-02 -1.606089e-03 -2.380369e-02 -4.505065e-02 
-2.867647e-02 -8.268753e-03 1.244850e-02 3.332533e-02 5.418936e-02 7.485706e-02 9.514422e-02 1.148743e-01 1.338846e-01 1.520295e-01 1.691825e-01 1.878653e-01 2.070241e-01 2.245252e-01 2.402426e-01 2.540782e-01 2.659573e-01 2.758254e-01 2.836444e-01 2.893903e-01 2.930500e-01 2.946197e-01 2.941031e-01 2.915105e-01 2.868574e-01 2.801641e-01 2.714555e-01 2.607606e-01 2.499654e-01 2.414284e-01 2.316564e-01 2.206873e-01 2.085624e-01 1.953263e-01 1.810273e-01 1.657175e-01 1.494527e-01 1.322931e-01 1.143031e-01 9.555131e-02 7.611079e-02 5.605872e-02 3.547623e-02 1.444798e-02 -6.938434e-03 -2.859319e-02 -5.042522e-02 
