-2.200000e-01 -2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 2.100000e-01 2.200000e-01 2.300000e-01 2.400000e-01 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
1.042193e-02 5.558613e-02 1.038280e-01 1.525499e-01 2.000714e-01 2.454030e-01 2.880049e-01 3.276105e-01 3.801701e-01 4.318475e-01 4.781340e-01 5.192646e-01 5.645084e-01 6.083462e-01 6.453823e-01 6.776545e-01 7.071405e-01 7.294827e-01 7.451977e-01 7.547191e-01 7.584208e-01 7.566353e-01 7.496678e-01 7.378071e-01 7.218385e-01 7.046061e-01 6.833014e-01 6.579834e-01 6.287026e-01 5.955032e-01 5.625939e-01 5.324337e-01 4.992058e-01 4.628819e-01 4.234246e-01 3.854751e-01 3.579125e-01 3.288123e-01 2.982583e-01 2.663487e-01 2.331996e-01 1.989476e-01 1.637524e-01 1.277995e-01 9.912364e-02 7.767573e-02 5.592172e-02 
1.260582e-02 5.445696e-02 9.936322e-02 1.450940e-01 1.900778e-01 2.333124e-01 2.742022e-01 3.124174e-01 3.606897e-01 4.104682e-01 4.553159e-01 4.953535e-01 5.315026e-01 5.745322e-01 6.109999e-01 6.413687e-01 6.660261e-01 6.852965e-01 6.994515e-01 7.087191e-01 7.132905e-01 7.133268e-01 7.089631e-01 7.003130e-01 6.874711e-01 6.705164e-01 6.495142e-01 6.245184e-01 5.955740e-01 5.665078e-01 5.400250e-01 5.105595e-01 4.781000e-01 4.426276e-01 4.041170e-01 3.718860e-01 3.450923e-01 3.168134e-01 2.871341e-01 2.561534e-01 2.239866e-01 1.907679e-01 1.566528e-01 1.218198e-01 9.238624e-02 7.143187e-02 5.017053e-02 
1.399555e-02 5.306330e-02 9.504448e-02 1.380529e-01 1.806565e-01 2.218771e-01 2.610913e-01 2.979251e-01 3.423649e-01 3.902088e-01 4.335653e-01 4.724536e-01 5.069765e-01 5.420224e-01 5.778260e-01 6.077263e-01 6.320664e-01 6.511394e-01 6.651943e-01 6.744424e-01 6.790627e-01 6.792065e-01 6.750013e-01 6.665546e-01 6.539556e-01 6.372787e-01 6.165845e-01 5.919226e-01 5.668445e-01 5.439058e-01 5.180505e-01 4.892804e-01 4.575912e-01 4.229733e-01 3.854132e-01 3.585722e-01 3.325259e-01 3.050438e-01 2.762115e-01 2.461280e-01 2.149073e-01 1.826810e-01 1.496000e-01 1.158358e-01 8.568925e-02 6.521313e-02 4.442914e-02 
1.465052e-02 5.136017e-02 9.077656e-02 1.313190e-01 1.717064e-01 2.110088e-01 2.485978e-01 2.840714e-01 3.250674e-01 3.709708e-01 4.128061e-01 4.505049e-01 4.841017e-01 5.136838e-01 5.458188e-01 5.751795e-01 5.991430e-01 6.179691e-01 6.318831e-01 6.410784e-01 6.457206e-01 6.459508e-01 6.418886e-01 6.336347e-01 6.212732e-01 6.048736e-01 5.844925e-01 5.637673e-01 5.442555e-01 5.218784e-01 4.966482e-01 4.685720e-01 4.376523e-01 4.038885e-01 3.693775e-01 3.455220e-01 3.202019e-01 2.934928e-01 2.654804e-01 2.362632e-01 2.059539e-01 1.746809e-01 1.425906e-01 1.098476e-01 7.903293e-02 5.902042e-02 3.869917e-02 
1.464024e-02 4.933184e-02 8.649410e-02 1.248083e-01 1.631425e-01 2.006299e-01 2.366539e-01 2.707984e-01 3.086781e-01 3.526604e-01 3.929640e-01 4.294482e-01 4.620874e-01 4.909211e-01 5.160232e-01 5.436925e-01 5.672256e-01 5.857596e-01 5.994945e-01 6.086055e-01 6.132441e-01 6.135406e-01 6.096061e-01 6.015347e-01 5.894051e-01 5.732820e-01 5.574319e-01 5.412419e-01 5.222264e-01 5.004061e-01 4.757968e-01 4.484109e-01 4.182575e-01 3.853444e-01 3.559187e-01 3.327248e-01 3.081101e-01 2.821504e-01 2.549315e-01 2.265509e-01 1.971195e-01 1.667628e-01 1.356221e-01 1.038555e-01 7.241751e-02 5.285460e-02 3.298212e-02 
1.403574e-02 4.698133e-02 8.215443e-02 1.184560e-01 1.548943e-01 1.906730e-01 2.251987e-01 2.580528e-01 2.930890e-01 3.351897e-01 3.739681e-01 4.092258e-01 4.408862e-01 4.689461e-01 4.934451e-01 5.144459e-01 5.362833e-01 5.544838e-01 5.680048e-01 5.770022e-01 5.816131e-01 5.819567e-01 5.781353e-01 5.702362e-01 5.583324e-01 5.479889e-01 5.350240e-01 5.192652e-01 5.007393e-01 4.794697e-01 4.554758e-01 4.287749e-01 3.993824e-01 3.673138e-01 3.427217e-01 3.201709e-01 2.962408e-01 2.710075e-01 2.445564e-01 2.169837e-01 1.883983e-01 1.589224e-01 1.286926e-01 9.786041e-02 6.659211e-02 4.671650e-02 2.727941e-02 
1.290499e-02 4.432297e-02 7.773157e-02 1.122136e-01 1.469045e-01 1.810799e-01 2.141779e-01 2.457858e-01 2.782039e-01 3.184773e-01 3.557508e-01 3.897820e-01 4.204518e-01 4.477199e-01 4.715949e-01 4.921143e-01 5.093320e-01 5.241144e-01 5.373896e-01 5.462464e-01 5.508071e-01 5.511795e-01 5.474572e-01 5.426135e-01 5.355871e-01 5.257561e-01 5.131566e-01 4.978207e-01 4.797769e-01 4.590509e-01 4.356657e-01 4.096429e-01 3.810039e-01 3.502957e-01 3.297770e-01 3.078508e-01 2.845852e-01 2.600559e-01 2.343475e-01 2.075551e-01 1.797851e-01 1.511562e-01 1.218006e-01 9.186348e-02 6.150317e-02 4.060687e-02 2.159237e-02 
1.131072e-02 4.137744e-02 7.321156e-02 1.060451e-01 1.391263e-01 1.718012e-01 2.035436e-01 2.339531e-01 2.639377e-01 3.024491e-01 3.382492e-01 3.710636e-01 4.007392e-01 4.272042e-01 4.504398e-01 4.704605e-01 4.873010e-01 5.010076e-01 5.116322e-01 5.192289e-01 5.238513e-01 5.255512e-01 5.243776e-01 5.203764e-01 5.135899e-01 5.040572e-01 4.918137e-01 4.768922e-01 4.593224e-01 4.391321e-01 4.163476e-01 3.909948e-01 3.631001e-01 3.370256e-01 3.170756e-01 2.957562e-01 2.731352e-01 2.492879e-01 2.242981e-01 1.982592e-01 1.712751e-01 1.434614e-01 1.149452e-01 8.586607e-02 5.637471e-02 3.452642e-02 1.592224e-02 
