-2.600000e-01 -2.500000e-01 -2.400000e-01 -2.300000e-01 -2.200000e-01 -2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 2.100000e-01 2.200000e-01 2.300000e-01 2.400000e-01 2.500000e-01 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
1.049311e-01 1.300110e-01 1.536849e-01 1.881161e-01 2.263837e-01 2.613913e-01 2.933406e-01 3.224111e-01 3.487618e-01 3.725335e-01 3.938511e-01 4.154433e-01 4.364323e-01 4.540349e-01 4.684771e-01 4.799695e-01 4.887148e-01 4.949129e-01 4.987593e-01 5.004327e-01 5.000948e-01 4.978926e-01 4.939600e-01 4.884199e-01 4.817114e-01 4.753874e-01 4.676531e-01 4.585586e-01 4.481562e-01 4.365012e-01 4.236525e-01 4.096734e-01 3.946320e-01 3.786022e-01 3.616631e-01 3.438986e-01 3.253957e-01 3.062408e-01 2.865148e-01 2.662852e-01 2.455997e-01 2.264549e-01 2.121505e-01 1.972960e-01 1.819095e-01 1.660091e-01 1.496127e-01 1.327381e-01 1.154030e-01 9.762524e-02 7.942219e-02 6.081136e-02 
9.402269e-02 1.186603e-01 1.419518e-01 1.696865e-01 2.072773e-01 2.417449e-01 2.732616e-01 3.019854e-01 3.280590e-01 3.516109e-01 3.727568e-01 3.916005e-01 4.082359e-01 4.227479e-01 4.352140e-01 4.466313e-01 4.553481e-01 4.615220e-01 4.659570e-01 4.691567e-01 4.706677e-01 4.705387e-01 4.688168e-01 4.655485e-01 4.607795e-01 4.545561e-01 4.469253e-01 4.379353e-01 4.276367e-01 4.160828e-01 4.033304e-01 3.894406e-01 3.744796e-01 3.585188e-01 3.416358e-01 3.239130e-01 3.054371e-01 2.862954e-01 2.665717e-01 2.463383e-01 2.302375e-01 2.167416e-01 2.026825e-01 1.880782e-01 1.729465e-01 1.573054e-01 1.411726e-01 1.245657e-01 1.075024e-01 9.000017e-02 7.207642e-02 5.374847e-02 
8.349980e-02 1.076850e-01 1.305837e-01 1.522011e-01 1.888823e-01 2.227631e-01 2.538062e-01 2.821472e-01 3.079121e-01 3.312166e-01 3.521662e-01 3.708570e-01 3.873766e-01 4.018050e-01 4.142154e-01 4.246752e-01 4.332467e-01 4.399881e-01 4.449537e-01 4.481950e-01 4.497608e-01 4.496981e-01 4.480525e-01 4.448689e-01 4.401914e-01 4.340648e-01 4.265342e-01 4.176464e-01 4.074499e-01 3.959961e-01 3.833397e-01 3.695397e-01 3.546599e-01 3.387698e-01 3.219447e-01 3.042657e-01 2.858185e-01 2.666912e-01 2.469694e-01 2.331116e-01 2.204278e-01 2.071680e-01 1.933500e-01 1.789917e-01 1.641107e-01 1.487247e-01 1.328513e-01 1.165080e-01 9.971213e-02 8.248117e-02 6.483236e-02 4.678289e-02 
7.334130e-02 9.706650e-02 1.195642e-01 1.408326e-01 1.711657e-01 2.044191e-01 2.349520e-01 2.628776e-01 2.883048e-01 3.113360e-01 3.320664e-01 3.505839e-01 3.669695e-01 3.812978e-01 3.936378e-01 4.040532e-01 4.126033e-01 4.193436e-01 4.243262e-01 4.276004e-01 4.292132e-01 4.292099e-01 4.276346e-01 4.245302e-01 4.199397e-01 4.139058e-01 4.064724e-01 3.976842e-01 3.875881e-01 3.762333e-01 3.636726e-01 3.499628e-01 3.351653e-01 3.193475e-01 3.025823e-01 2.849493e-01 2.665329e-01 2.474212e-01 2.350834e-01 2.232147e-01 2.107577e-01 1.977298e-01 1.841489e-01 1.700325e-01 1.553980e-01 1.402629e-01 1.246447e-01 1.085606e-01 9.202800e-02 7.506400e-02 5.768574e-02 3.991030e-02 
6.352658e-02 8.678660e-02 1.088771e-01 1.297895e-01 1.540938e-01 1.866853e-01 2.166761e-01 2.441571e-01 2.692203e-01 2.919544e-01 3.124442e-01 3.307691e-01 3.470034e-01 3.612161e-01 3.734717e-01 3.838300e-01 3.923473e-01 3.990761e-01 4.040663e-01 4.073650e-01 4.090173e-01 4.090667e-01 4.075555e-01 4.045252e-01 4.000170e-01 3.940721e-01 3.867326e-01 3.780415e-01 3.680439e-01 3.567871e-01 3.443218e-01 3.307024e-01 3.159883e-01 3.002442e-01 2.835412e-01 2.659564e-01 2.475731e-01 2.361605e-01 2.251093e-01 2.134577e-01 2.012233e-01 1.884233e-01 1.750753e-01 1.611965e-01 1.468044e-01 1.319161e-01 1.165488e-01 1.007198e-01 8.444609e-02 6.774471e-02 5.063262e-02 3.312674e-02 
5.403567e-02 7.682754e-02 9.850645e-02 1.190578e-01 1.384755e-01 1.695337e-01 1.989550e-01 2.259659e-01 2.506413e-01 2.730567e-01 2.932862e-01 3.114007e-01 3.274674e-01 3.415498e-01 3.537075e-01 3.639967e-01 3.724701e-01 3.791776e-01 3.841663e-01 3.874812e-01 3.891656e-01 3.892611e-01 3.878081e-01 3.848467e-01 3.804162e-01 3.745564e-01 3.673076e-01 3.587112e-01 3.488103e-01 3.376503e-01 3.252799e-01 3.117513e-01 2.971215e-01 2.814528e-01 2.648140e-01 2.472799e-01 2.363512e-01 2.261192e-01 2.152753e-01 2.038368e-01 1.918208e-01 1.792447e-01 1.661254e-01 1.524803e-01 1.383263e-01 1.236806e-01 1.085601e-01 9.298186e-02 7.696276e-02 6.051965e-02 4.366933e-02 2.642854e-02 
4.484930e-02 6.717211e-02 8.843689e-02 1.086234e-01 1.277207e-01 1.529361e-01 1.817651e-01 2.082837e-01 2.325504e-01 2.546277e-01 2.745789e-01 2.924664e-01 3.083504e-01 3.222886e-01 3.343359e-01 3.445444e-01 3.529633e-01 3.596398e-01 3.646183e-01 3.679416e-01 3.696509e-01 3.697859e-01 3.683854e-01 3.654877e-01 3.611305e-01 3.553519e-01 3.481906e-01 3.396863e-01 3.298802e-01 3.188160e-01 3.065400e-01 2.931023e-01 2.785577e-01 2.629661e-01 2.463936e-01 2.356650e-01 2.262532e-01 2.162185e-01 2.055779e-01 1.943483e-01 1.825468e-01 1.701903e-01 1.572958e-01 1.438801e-01 1.299602e-01 1.155529e-01 1.006750e-01 8.534333e-02 6.957458e-02 5.338542e-02 3.679247e-02 1.981231e-02 
3.594896e-02 5.780372e-02 7.865344e-02 9.847284e-02 1.172464e-01 1.368644e-01 1.650827e-01 1.910904e-01 2.149303e-01 2.366521e-01 2.563087e-01 2.739540e-01 2.896413e-01 3.034224e-01 3.153473e-01 3.254641e-01 3.338186e-01 3.404548e-01 3.454147e-01 3.487388e-01 3.504660e-01 3.506342e-01 3.492805e-01 3.464414e-01 3.421531e-01 3.364519e-01 3.293750e-01 3.209602e-01 3.112471e-01 3.002772e-01 2.880951e-01 2.747487e-01 2.602901e-01 2.447771e-01 2.341123e-01 2.255209e-01 2.162962e-01 2.064548e-01 1.960135e-01 1.849889e-01 1.733978e-01 1.612570e-01 1.485831e-01 1.353928e-01 1.217028e-01 1.075298e-01 9.289035e-02 7.780102e-02 6.227835e-02 4.633883e-02 2.999890e-02 1.327493e-02 
