-2.300000e-01 -2.200000e-01 -2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 2.100000e-01 2.200000e-01 2.300000e-01 2.400000e-01 2.500000e-01 2.600000e-01 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
6.922307e-02 1.042662e-01 1.534354e-01 1.997503e-01 2.429724e-01 2.830436e-01 3.200005e-01 3.539265e-01 3.849254e-01 4.271598e-01 4.662897e-01 5.007035e-01 5.307371e-01 5.566752e-01 5.834291e-01 6.053038e-01 6.224093e-01 6.350672e-01 6.435663e-01 6.481727e-01 6.491393e-01 6.467118e-01 6.411332e-01 6.326455e-01 6.222818e-01 6.112436e-01 5.977192e-01 5.817753e-01 5.634793e-01 5.429018e-01 5.201184e-01 4.952118e-01 4.682736e-01 4.400309e-01 4.188607e-01 3.961172e-01 3.718128e-01 3.459587e-01 3.185655e-01 2.896429e-01 2.592009e-01 2.272493e-01 1.937992e-01 1.699245e-01 1.517267e-01 1.330198e-01 1.138434e-01 9.423809e-02 7.424629e-02 5.391161e-02 
5.982736e-02 9.561532e-02 1.424560e-01 1.869130e-01 2.286519e-01 2.675354e-01 3.035380e-01 3.366952e-01 3.670746e-01 4.009361e-01 4.394486e-01 4.734005e-01 5.030917e-01 5.287810e-01 5.506917e-01 5.690171e-01 5.839251e-01 5.955623e-01 6.040575e-01 6.095241e-01 6.120636e-01 6.117665e-01 6.087151e-01 6.029849e-01 5.946459e-01 5.837644e-01 5.704043e-01 5.546289e-01 5.365021e-01 5.160905e-01 4.934654e-01 4.687046e-01 4.429363e-01 4.237445e-01 4.029913e-01 3.806915e-01 3.568586e-01 3.315058e-01 3.046458e-01 2.762908e-01 2.464537e-01 2.151479e-01 1.823886e-01 1.618392e-01 1.440218e-01 1.257026e-01 1.069200e-01 8.771396e-02 6.812551e-02 4.819702e-02 
5.084289e-02 8.761528e-02 1.322037e-01 1.748250e-01 2.150742e-01 2.527491e-01 2.877698e-01 3.201285e-01 3.498587e-01 3.770162e-01 4.135487e-01 4.469728e-01 4.762657e-01 5.016587e-01 5.233551e-01 5.415332e-01 5.563496e-01 5.679419e-01 5.764318e-01 5.819275e-01 5.845253e-01 5.843121e-01 5.813667e-01 5.757612e-01 5.675626e-01 5.568343e-01 5.436371e-01 5.280309e-01 5.100763e-01 4.898359e-01 4.673766e-01 4.438426e-01 4.265912e-01 4.077873e-01 3.874475e-01 3.655877e-01 3.422230e-01 3.173681e-01 2.910378e-01 2.632468e-01 2.340107e-01 2.033463e-01 1.712723e-01 1.538485e-01 1.364014e-01 1.184595e-01 1.000603e-01 8.124260e-02 6.204636e-02 4.251272e-02 
4.223296e-02 8.013541e-02 1.225705e-01 1.633994e-01 2.021696e-01 2.386283e-01 2.726501e-01 3.041887e-01 3.332463e-01 3.598539e-01 3.885536e-01 4.213909e-01 4.502345e-01 4.752875e-01 4.967319e-01 5.147304e-01 5.294271e-01 5.409506e-01 5.494149e-01 5.549220e-01 5.575636e-01 5.574221e-01 5.545726e-01 5.490840e-01 5.410203e-01 5.304416e-01 5.174057e-01 5.019694e-01 4.841897e-01 4.641254e-01 4.428083e-01 4.274616e-01 4.105689e-01 3.921485e-01 3.722178e-01 3.507939e-01 3.278931e-01 3.035320e-01 2.777270e-01 2.504953e-01 2.218549e-01 1.918257e-01 1.625125e-01 1.459497e-01 1.288634e-01 1.112889e-01 9.326286e-02 7.482300e-02 5.600826e-02 3.685858e-02 
3.396330e-02 7.306514e-02 1.134605e-01 1.525561e-01 1.898723e-01 2.251193e-01 2.581345e-01 2.888388e-01 3.172064e-01 3.432452e-01 3.669836e-01 3.966242e-01 4.249729e-01 4.496458e-01 4.708034e-01 4.885918e-01 5.031428e-01 5.145745e-01 5.229936e-01 5.284954e-01 5.311665e-01 5.310847e-01 5.283215e-01 5.229422e-01 5.150075e-01 5.045747e-01 4.916986e-01 4.764325e-01 4.588301e-01 4.398910e-01 4.264154e-01 4.113983e-01 3.948595e-01 3.768177e-01 3.572915e-01 3.362987e-01 3.138572e-01 2.899848e-01 2.646999e-01 2.380217e-01 2.099707e-01 1.805694e-01 1.543591e-01 1.381407e-01 1.214058e-01 1.041891e-01 8.652633e-02 6.845423e-02 5.001070e-02 3.123452e-02 
2.751648e-02 6.631302e-02 1.047899e-01 1.422225e-01 1.781211e-01 2.121707e-01 2.441802e-01 2.740427e-01 3.017083e-01 3.271638e-01 3.504204e-01 3.726411e-01 4.004546e-01 4.247114e-01 4.455503e-01 4.631006e-01 4.774810e-01 4.887997e-01 4.971548e-01 5.026353e-01 5.053220e-01 5.052885e-01 5.026020e-01 4.973244e-01 4.895132e-01 4.792226e-01 4.665042e-01 4.514085e-01 4.351483e-01 4.235115e-01 4.103363e-01 3.956436e-01 3.794533e-01 3.617851e-01 3.426582e-01 3.220914e-01 3.001037e-01 2.767146e-01 2.519438e-01 2.258126e-01 1.983436e-01 1.695618e-01 1.463020e-01 1.304191e-01 1.140267e-01 9.715852e-02 7.984949e-02 6.213543e-02 4.405320e-02 2.564050e-02 
2.297539e-02 5.980477e-02 9.648653e-02 1.323338e-01 1.668596e-01 1.997344e-01 2.307461e-01 2.597657e-01 2.867222e-01 3.115842e-01 3.343468e-01 3.550225e-01 3.766527e-01 4.004615e-01 4.209529e-01 4.382393e-01 4.524264e-01 4.636118e-01 4.718853e-01 4.773291e-01 4.800183e-01 4.800219e-01 4.774028e-01 4.722195e-01 4.645262e-01 4.543740e-01 4.418115e-01 4.286381e-01 4.188086e-01 4.074428e-01 3.945624e-01 3.801884e-01 3.643414e-01 3.470413e-01 3.283082e-01 3.081618e-01 2.866222e-01 2.637100e-01 2.394468e-01 2.138553e-01 1.869602e-01 1.587887e-01 1.383387e-01 1.227829e-01 1.067243e-01 9.019567e-02 7.323120e-02 5.586581e-02 3.813535e-02 2.007646e-02 
1.844905e-02 5.348108e-02 8.848943e-02 1.228327e-01 1.560364e-01 1.877655e-01 2.177936e-01 2.459743e-01 2.722193e-01 2.964811e-01 3.187407e-01 3.389982e-01 3.572670e-01 3.768732e-01 3.969912e-01 4.139904e-01 4.279632e-01 4.389965e-01 4.471719e-01 4.525645e-01 4.552437e-01 4.552735e-01 4.527129e-01 4.476167e-01 4.400358e-01 4.300181e-01 4.204191e-01 4.123657e-01 4.027773e-01 3.916766e-01 3.790852e-01 3.650243e-01 3.495149e-01 3.325773e-01 3.142322e-01 2.945003e-01 2.734025e-01 2.509608e-01 2.271979e-01 2.021382e-01 1.758082e-01 1.482371e-01 1.304672e-01 1.152303e-01 9.949687e-02 8.329917e-02 6.667041e-02 4.964464e-02 3.225677e-02 1.454240e-02 
