-2.300000e-01 -2.200000e-01 -2.100000e-01 -2.000000e-01 -1.900000e-01 -1.800000e-01 -1.700000e-01 -1.600000e-01 -1.500000e-01 -1.400000e-01 -1.300000e-01 -1.200000e-01 -1.100000e-01 -1.000000e-01 -9.000000e-02 -8.000000e-02 -7.000000e-02 -6.000000e-02 -5.000000e-02 -4.000000e-02 -3.000000e-02 -2.000000e-02 -1.000000e-02 0.000000e+00 1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 2.100000e-01 2.200000e-01 2.300000e-01 2.400000e-01 2.500000e-01 
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.100000e-01 1.200000e-01 1.300000e-01 1.400000e-01 1.500000e-01 1.600000e-01 1.700000e-01 1.800000e-01 1.900000e-01 2.000000e-01 
8.801164e-02 1.270708e-01 1.642133e-01 1.992700e-01 2.321627e-01 2.635129e-01 3.119520e-01 3.559589e-01 3.957625e-01 4.315955e-01 4.636783e-01 4.958296e-01 5.308174e-01 5.606505e-01 5.857053e-01 6.062967e-01 6.226920e-01 6.351219e-01 6.437887e-01 6.488731e-01 6.505398e-01 6.489422e-01 6.442264e-01 6.365356e-01 6.260127e-01 6.128034e-01 5.970584e-01 5.789345e-01 5.585937e-01 5.365599e-01 5.174079e-01 4.962527e-01 4.731176e-01 4.480241e-01 4.209922e-01 3.920410e-01 3.611889e-01 3.284548e-01 3.077084e-01 2.867318e-01 2.648025e-01 2.419568e-01 2.182335e-01 1.936744e-01 1.683243e-01 1.422320e-01 1.154501e-01 8.803635e-02 6.005315e-02 
7.976888e-02 1.173010e-01 1.531671e-01 1.871585e-01 2.191624e-01 2.491276e-01 2.929063e-01 3.357559e-01 3.746603e-01 4.097927e-01 4.413303e-01 4.694431e-01 4.976249e-01 5.272243e-01 5.521197e-01 5.726095e-01 5.889490e-01 6.013593e-01 6.100352e-01 6.151512e-01 6.168665e-01 6.153295e-01 6.106822e-01 6.030630e-01 5.926107e-01 5.794671e-01 5.637794e-01 5.465960e-01 5.318049e-01 5.149740e-01 4.961301e-01 4.752975e-01 4.524983e-01 4.277525e-01 4.010782e-01 3.724922e-01 3.420102e-01 3.158831e-01 2.963338e-01 2.758163e-01 2.543654e-01 2.320177e-01 2.088121e-01 1.847904e-01 1.599973e-01 1.344811e-01 1.082942e-01 8.149309e-02 5.413910e-02 
7.200160e-02 1.080494e-01 1.426571e-01 1.755862e-01 2.066952e-01 2.359078e-01 2.748162e-01 3.164541e-01 3.544061e-01 3.887882e-01 4.197357e-01 4.473869e-01 4.718762e-01 4.946902e-01 5.193724e-01 5.397161e-01 5.559625e-01 5.683222e-01 5.769813e-01 5.821074e-01 5.838535e-01 5.823630e-01 5.777726e-01 5.702162e-01 5.598282e-01 5.477489e-01 5.373620e-01 5.248937e-01 5.103754e-01 4.938357e-01 4.753003e-01 4.547925e-01 4.323332e-01 4.079410e-01 3.816328e-01 3.534235e-01 3.233267e-01 3.042671e-01 2.851480e-01 2.650794e-01 2.440960e-01 2.222346e-01 1.995342e-01 1.760363e-01 1.517855e-01 1.268298e-01 1.012206e-01 7.501376e-02 4.826909e-02 
6.463637e-02 9.925269e-02 1.326296e-01 1.645078e-01 1.947231e-01 2.231776e-01 2.576067e-01 2.979951e-01 3.349534e-01 3.685446e-01 3.988636e-01 4.260180e-01 4.501186e-01 4.712734e-01 4.895850e-01 5.076001e-01 5.237177e-01 5.359967e-01 5.446139e-01 5.497290e-01 5.514888e-01 5.500305e-01 5.454858e-01 5.400125e-01 5.340759e-01 5.260097e-01 5.158504e-01 5.036315e-01 4.893833e-01 4.731332e-01 4.549061e-01 4.347244e-01 4.126081e-01 3.885747e-01 3.626400e-01 3.348175e-01 3.105767e-01 2.928429e-01 2.741445e-01 2.545147e-01 2.339881e-01 2.126015e-01 1.903938e-01 1.674065e-01 1.436838e-01 1.192731e-01 9.422518e-02 6.859472e-02 4.244032e-02 
5.760897e-02 9.085387e-02 1.230353e-01 1.538808e-01 1.832093e-01 2.109054e-01 2.412042e-01 2.803210e-01 3.162559e-01 3.490241e-01 3.786827e-01 4.053099e-01 4.289936e-01 4.498238e-01 4.678891e-01 4.832742e-01 4.960590e-01 5.063178e-01 5.141197e-01 5.195286e-01 5.226031e-01 5.233975e-01 5.219614e-01 5.183406e-01 5.125771e-01 5.047092e-01 4.947723e-01 4.827984e-01 4.688170e-01 4.528546e-01 4.349352e-01 4.150804e-01 3.933094e-01 3.696391e-01 3.440842e-01 3.166573e-01 2.989445e-01 2.816045e-01 2.633174e-01 2.441162e-01 2.240357e-01 2.031126e-01 1.813856e-01 1.588959e-01 1.356873e-01 1.118067e-01 8.730398e-02 6.223283e-02 3.665044e-02 
5.086407e-02 8.280200e-02 1.138286e-01 1.436653e-01 1.721192e-01 1.990612e-01 2.255385e-01 2.633751e-01 2.982677e-01 3.301891e-01 3.591617e-01 3.852362e-01 4.084783e-01 4.289609e-01 4.467586e-01 4.619449e-01 4.745908e-01 4.847634e-01 4.925260e-01 4.979375e-01 5.010529e-01 5.019228e-01 5.005945e-01 4.971112e-01 4.915132e-01 4.838371e-01 4.741170e-01 4.623837e-01 4.486657e-01 4.329887e-01 4.153759e-01 3.958482e-01 3.744243e-01 3.511202e-01 3.259503e-01 3.034944e-01 2.875012e-01 2.705460e-01 2.526607e-01 2.338783e-01 2.142335e-01 1.937627e-01 1.725045e-01 1.504997e-01 1.277917e-01 1.044266e-01 8.045367e-02 5.592535e-02 3.089749e-02 
4.435454e-02 7.505209e-02 1.049685e-01 1.338246e-01 1.614203e-01 1.876162e-01 2.123189e-01 2.471031e-01 2.809441e-01 3.120024e-01 3.402693e-01 3.657702e-01 3.885500e-01 4.086649e-01 4.261758e-01 4.411455e-01 4.536360e-01 4.637073e-01 4.714167e-01 4.768183e-01 4.799629e-01 4.808980e-01 4.796680e-01 4.763139e-01 4.708739e-01 4.633832e-01 4.538742e-01 4.423770e-01 4.289187e-01 4.135245e-01 3.962167e-01 3.770158e-01 3.559398e-01 3.330046e-01 3.082238e-01 2.918751e-01 2.762411e-01 2.596619e-01 2.421692e-01 2.237958e-01 2.045763e-01 1.845469e-01 1.637458e-01 1.422136e-01 1.199929e-01 9.712936e-02 7.367124e-02 4.966990e-02 2.517981e-02 
3.804072e-02 6.756481e-02 9.641793e-02 1.243249e-01 1.510821e-01 1.765433e-01 2.006062e-01 2.314531e-01 2.642417e-01 2.944276e-01 3.219748e-01 3.468857e-01 3.691859e-01 3.889157e-01 4.061231e-01 4.208602e-01 4.331803e-01 4.431363e-01 4.507794e-01 4.561591e-01 4.593220e-01 4.603123e-01 4.591716e-01 4.559385e-01 4.506492e-01 4.433373e-01 4.340340e-01 4.227680e-01 4.095657e-01 3.944513e-01 3.774466e-01 3.585716e-01 3.378439e-01 3.152791e-01 2.947660e-01 2.804420e-01 2.651590e-01 2.489471e-01 2.318377e-01 2.138637e-01 1.950594e-01 1.754606e-01 1.551053e-01 1.340335e-01 1.122874e-01 8.991176e-02 6.695403e-02 4.346440e-02 1.949602e-02 
